,ticket_id,UID,currency,sales,quantity,date
0,202311210700009,dc9b9f80-c3a0-52a4-8490-5cde7685b583dc9b9f80-c3a0-52a4-8490-5cde7685b583,USD,390.0,3,2023-11-21
1,202311210050100,dc9b9f80-c3a0-52a4-8490-5cde7685b583dc9b9f80-c3a0-52a4-8490-5cde7685b583,USD,650.0,5,2023-11-21
2,202311210590762,dc9b9f80-c3a0-52a4-8490-5cde7685b583c7b99681-10be-523d-a218-780ada61af22,USD,260.0,2,2023-11-21
3,202311210585786,dc9b9f80-c3a0-52a4-8490-5cde7685b583c7b99681-10be-523d-a218-780ada61af22,USD,260.0,2,2023-11-21
4,202311210854590,b48c6d67-c31d-57d6-a99a-75e697b896c9b48c6d67-c31d-57d6-a99a-75e697b896c9,USD,454.85,5,2023-11-21
5,202311210616868,b48c6d67-c31d-57d6-a99a-75e697b896c92237c3ab-9108-5cf3-9074-25829c55dda3,USD,272.90999999999997,3,2023-11-21
6,202311210180010,b48c6d67-c31d-57d6-a99a-75e697b896c9db588dcb-7ce3-5584-a038-20069691dc68,USD,181.94,2,2023-11-21
7,202311210170105,b48c6d67-c31d-57d6-a99a-75e697b896c9a39e554f-c501-5ca3-8688-7c4be1141ede,USD,454.85,5,2023-11-21
8,202311210343002,b48c6d67-c31d-57d6-a99a-75e697b896c9a39e554f-c501-5ca3-8688-7c4be1141ede,USD,454.85,5,2023-11-21
9,202311210639353,b48c6d67-c31d-57d6-a99a-75e697b896c91979e057-085c-5287-95f8-1a7961c14677,USD,90.97,1,2023-11-21
10,202311210989261,d2a71d29-c76f-502c-a5cb-00427ba9a56ed2a71d29-c76f-502c-a5cb-00427ba9a56e,USD,300.0,3,2023-11-21
11,202311210904491,d2a71d29-c76f-502c-a5cb-00427ba9a56ed2a71d29-c76f-502c-a5cb-00427ba9a56e,USD,500.0,5,2023-11-21
12,202311210246083,65463358-abbe-591b-b13f-49f03653830e65463358-abbe-591b-b13f-49f03653830e,USD,400.0,4,2023-11-21
